id,license,file_name,height,width,date_captured,extra,file_path
10,1,cl6ch417300btl4554l143qop_4_FALSE_COLOR__URBAN_jpg.rf.43e72d2d74427093db9424b5a3eae89a.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6ch417300btl4554l143qop_4_FALSE_COLOR__URBAN.jpg'},data/images/cl6ch417300btl4554l143qop_4_FALSE_COLOR__URBAN_jpg.rf.43e72d2d74427093db9424b5a3eae89a.jpg
11,1,cl6cg6cf600agl455gtin273p_2_FALSE_COLOR_jpg.rf.3c95193dd276836b31dc3df24f29e351.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6cg6cf600agl455gtin273p_2_FALSE_COLOR.jpg'},data/images/cl6cg6cf600agl455gtin273p_2_FALSE_COLOR_jpg.rf.3c95193dd276836b31dc3df24f29e351.jpg
12,1,cl6m10x9x00348w55h67q3hes_2_FALSE_COLOR_jpg.rf.746f55b2cb2a94835ebbb485b3715504.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6m10x9x00348w55h67q3hes_2_FALSE_COLOR.jpg'},data/images/cl6m10x9x00348w55h67q3hes_2_FALSE_COLOR_jpg.rf.746f55b2cb2a94835ebbb485b3715504.jpg
13,1,cl6e31up4002zgk55aj7w7a0x_1_TRUE_COLOR_jpg.rf.78641c45856cf58ead1496b18d270d3a.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6e31up4002zgk55aj7w7a0x_1_TRUE_COLOR.jpg'},data/images/cl6e31up4002zgk55aj7w7a0x_1_TRUE_COLOR_jpg.rf.78641c45856cf58ead1496b18d270d3a.jpg
14,1,cl6kga3590029c455dfqjh4v7_2_FALSE_COLOR_jpg.rf.ef13360dbca3f541099b00a7f79d6a87.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6kga3590029c455dfqjh4v7_2_FALSE_COLOR.jpg'},data/images/cl6kga3590029c455dfqjh4v7_2_FALSE_COLOR_jpg.rf.ef13360dbca3f541099b00a7f79d6a87.jpg
15,1,cl6b76fnk009dl4556z3y9qgs_4_FALSE_COLOR__URBAN_jpg.rf.4d7112c2a197e6ce3d8764ad0af5d287.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6b76fnk009dl4556z3y9qgs_4_FALSE_COLOR__URBAN.jpg'},data/images/cl6b76fnk009dl4556z3y9qgs_4_FALSE_COLOR__URBAN_jpg.rf.4d7112c2a197e6ce3d8764ad0af5d287.jpg
16,1,cl6okdwy00063ao5588jlcglr_4_FALSE_COLOR__URBAN_jpg.rf.352f082c75435cb06dd2e46d12479419.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6okdwy00063ao5588jlcglr_4_FALSE_COLOR__URBAN.jpg'},data/images/cl6okdwy00063ao5588jlcglr_4_FALSE_COLOR__URBAN_jpg.rf.352f082c75435cb06dd2e46d12479419.jpg
17,1,cl6kg4sfr0026c4552hfe6gtj_4_FALSE_COLOR__URBAN_jpg.rf.2342a2438b262c0e389b20eaddf8c3c2.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6kg4sfr0026c4552hfe6gtj_4_FALSE_COLOR__URBAN.jpg'},data/images/cl6kg4sfr0026c4552hfe6gtj_4_FALSE_COLOR__URBAN_jpg.rf.2342a2438b262c0e389b20eaddf8c3c2.jpg
18,1,cl6ocohki0003ao55bnyg99kc_6_SWIR_jpg.rf.0f996164f7e10b4482fd531c9c211f94.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6ocohki0003ao55bnyg99kc_6_SWIR.jpg'},data/images/cl6ocohki0003ao55bnyg99kc_6_SWIR_jpg.rf.0f996164f7e10b4482fd531c9c211f94.jpg
19,1,cl6ki3fbe00018w55146m86ja_4_FALSE_COLOR__URBAN_jpg.rf.a905168377908ca76ba5a1560a355536.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6ki3fbe00018w55146m86ja_4_FALSE_COLOR__URBAN.jpg'},data/images/cl6ki3fbe00018w55146m86ja_4_FALSE_COLOR__URBAN_jpg.rf.a905168377908ca76ba5a1560a355536.jpg
20,1,cl6okbxd2005yao551huyeqkl_4_FALSE_COLOR__URBAN_jpg.rf.50a8d3eb02e27c5dce9673c8762102f6.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6okbxd2005yao551huyeqkl_4_FALSE_COLOR__URBAN.jpg'},data/images/cl6okbxd2005yao551huyeqkl_4_FALSE_COLOR__URBAN_jpg.rf.50a8d3eb02e27c5dce9673c8762102f6.jpg
21,1,cl6dyvvvc000lhg5533xc480w_4_FALSE_COLOR__URBAN_jpg.rf.7b4e887efe30535ef057f0a9ca071bfd.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6dyvvvc000lhg5533xc480w_4_FALSE_COLOR__URBAN.jpg'},data/images/cl6dyvvvc000lhg5533xc480w_4_FALSE_COLOR__URBAN_jpg.rf.7b4e887efe30535ef057f0a9ca071bfd.jpg
22,1,cl6od3kun001bao55bcq677k3_2_FALSE_COLOR_jpg.rf.3fad73bdcffb62a261e27d5f101cc7e1.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6od3kun001bao55bcq677k3_2_FALSE_COLOR.jpg'},data/images/cl6od3kun001bao55bcq677k3_2_FALSE_COLOR_jpg.rf.3fad73bdcffb62a261e27d5f101cc7e1.jpg
23,1,cl6oqrvzj009aao552o4w9gcv_1_TRUE_COLOR_jpg.rf.d85543f381e826e0dffa6a79d22ec38f.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6oqrvzj009aao552o4w9gcv_1_TRUE_COLOR.jpg'},data/images/cl6oqrvzj009aao552o4w9gcv_1_TRUE_COLOR_jpg.rf.d85543f381e826e0dffa6a79d22ec38f.jpg
24,1,cl6m1dd0r003o8w5569ma5agl_1_TRUE_COLOR_jpg.rf.8351a94d2d7bc6ea84ad8121c560c869.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6m1dd0r003o8w5569ma5agl_1_TRUE_COLOR.jpg'},data/images/cl6m1dd0r003o8w5569ma5agl_1_TRUE_COLOR_jpg.rf.8351a94d2d7bc6ea84ad8121c560c869.jpg
25,1,cl6kfyj4a001wc4558emoaaeq_4_FALSE_COLOR__URBAN_jpg.rf.f4bb8a00db7566082ef5532e62ffc462.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6kfyj4a001wc4558emoaaeq_4_FALSE_COLOR__URBAN.jpg'},data/images/cl6kfyj4a001wc4558emoaaeq_4_FALSE_COLOR__URBAN_jpg.rf.f4bb8a00db7566082ef5532e62ffc462.jpg
26,1,cl6b5s1n0004ul455es9i793w_1_TRUE_COLOR_jpg.rf.b4047203715e6e814acf94b0932d8906.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6b5s1n0004ul455es9i793w_1_TRUE_COLOR.jpg'},data/images/cl6b5s1n0004ul455es9i793w_1_TRUE_COLOR_jpg.rf.b4047203715e6e814acf94b0932d8906.jpg
27,1,cl6e2edx3001ygk554c0h3ubb_4_FALSE_COLOR__URBAN_jpg.rf.3d61f7c8ad5106ce9c2aa3860b2f20db.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6e2edx3001ygk554c0h3ubb_4_FALSE_COLOR__URBAN.jpg'},data/images/cl6e2edx3001ygk554c0h3ubb_4_FALSE_COLOR__URBAN_jpg.rf.3d61f7c8ad5106ce9c2aa3860b2f20db.jpg
28,1,cl6b0gln2000wl4559wpzdukf_1_TRUE_COLOR_jpg.rf.7f67b50ed7d78ce81f6aac2ca352d755.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6b0gln2000wl4559wpzdukf_1_TRUE_COLOR.jpg'},data/images/cl6b0gln2000wl4559wpzdukf_1_TRUE_COLOR_jpg.rf.7f67b50ed7d78ce81f6aac2ca352d755.jpg
29,1,cl6m0w1nh002z8w558do5f7ar_4_FALSE_COLOR__URBAN_jpg.rf.de9d2286469563a38f2e99900c5a052d.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6m0w1nh002z8w558do5f7ar_4_FALSE_COLOR__URBAN.jpg'},data/images/cl6m0w1nh002z8w558do5f7ar_4_FALSE_COLOR__URBAN_jpg.rf.de9d2286469563a38f2e99900c5a052d.jpg
30,1,cl6oqvksq009bao556412da6l_1_TRUE_COLOR_jpg.rf.265a9c01b3c08b3b6f3bca283a6109c3.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6oqvksq009bao556412da6l_1_TRUE_COLOR.jpg'},data/images/cl6oqvksq009bao556412da6l_1_TRUE_COLOR_jpg.rf.265a9c01b3c08b3b6f3bca283a6109c3.jpg
31,1,cl6cs8jie00f5l4555hn76aj1_6_SWIR_jpg.rf.7cdd3f4c7d935ad234885da22160d3b7.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6cs8jie00f5l4555hn76aj1_6_SWIR.jpg'},data/images/cl6cs8jie00f5l4555hn76aj1_6_SWIR_jpg.rf.7cdd3f4c7d935ad234885da22160d3b7.jpg
32,1,cl6b57brh002ll4555o3te631_6_SWIR_jpg.rf.c7fd68b8839fa2e7afcb6b41fa31d332.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6b57brh002ll4555o3te631_6_SWIR.jpg'},data/images/cl6b57brh002ll4555o3te631_6_SWIR_jpg.rf.c7fd68b8839fa2e7afcb6b41fa31d332.jpg
33,1,cl6e0j0t90010gk557b525asz_6_SWIR_jpg.rf.7fa83e66906146392ab7de8d22289b2e.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6e0j0t90010gk557b525asz_6_SWIR.jpg'},data/images/cl6e0j0t90010gk557b525asz_6_SWIR_jpg.rf.7fa83e66906146392ab7de8d22289b2e.jpg
34,1,cl6ct4zi700gvl455hd187an6_1_TRUE_COLOR_jpg.rf.c32aa601f010ec224bcb120239a61104.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6ct4zi700gvl455hd187an6_1_TRUE_COLOR.jpg'},data/images/cl6ct4zi700gvl455hd187an6_1_TRUE_COLOR_jpg.rf.c32aa601f010ec224bcb120239a61104.jpg
35,1,cl6e1zx08001pgk554gv1bhpt_1_TRUE_COLOR_jpg.rf.f16c3ec722ec9dc85bfd576853d2975b.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6e1zx08001pgk554gv1bhpt_1_TRUE_COLOR.jpg'},data/images/cl6e1zx08001pgk554gv1bhpt_1_TRUE_COLOR_jpg.rf.f16c3ec722ec9dc85bfd576853d2975b.jpg
36,1,cl6oe0eoe002qao552t6i1m6g_4_FALSE_COLOR__URBAN_jpg.rf.c26b96a42fbf6ed14d96683ad1701b73.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6oe0eoe002qao552t6i1m6g_4_FALSE_COLOR__URBAN.jpg'},data/images/cl6oe0eoe002qao552t6i1m6g_4_FALSE_COLOR__URBAN_jpg.rf.c26b96a42fbf6ed14d96683ad1701b73.jpg
37,1,cl6op2fce006fao55753l8ulj_6_SWIR_jpg.rf.7e8764944bad6000aa34611ac74ca3ba.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6op2fce006fao55753l8ulj_6_SWIR.jpg'},data/images/cl6op2fce006fao55753l8ulj_6_SWIR_jpg.rf.7e8764944bad6000aa34611ac74ca3ba.jpg
38,1,cl6b6sfee007xl455b8bt5zum_1_TRUE_COLOR_jpg.rf.a921f3be3f70ab5d36b15ac7b3721085.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6b6sfee007xl455b8bt5zum_1_TRUE_COLOR.jpg'},data/images/cl6b6sfee007xl455b8bt5zum_1_TRUE_COLOR_jpg.rf.a921f3be3f70ab5d36b15ac7b3721085.jpg
39,1,cl6op4t8q006jao559muv9l5l_2_FALSE_COLOR_jpg.rf.d0eac7b7bc3a29b59a5da91316b541c0.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6op4t8q006jao559muv9l5l_2_FALSE_COLOR.jpg'},data/images/cl6op4t8q006jao559muv9l5l_2_FALSE_COLOR_jpg.rf.d0eac7b7bc3a29b59a5da91316b541c0.jpg
40,1,cl6cs5j5d00exl455afqp4ysw_6_SWIR_jpg.rf.27c23cbdffecb44114f96e8b7514f120.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6cs5j5d00exl455afqp4ysw_6_SWIR.jpg'},data/images/cl6cs5j5d00exl455afqp4ysw_6_SWIR_jpg.rf.27c23cbdffecb44114f96e8b7514f120.jpg
41,1,cl6b6rmls007ul455clqha4p0_1_TRUE_COLOR_jpg.rf.c706e724b982cc61451904c2da58f1a9.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6b6rmls007ul455clqha4p0_1_TRUE_COLOR.jpg'},data/images/cl6b6rmls007ul455clqha4p0_1_TRUE_COLOR_jpg.rf.c706e724b982cc61451904c2da58f1a9.jpg
42,1,cl6cg8u0w00ajl455a3ho7vov_4_FALSE_COLOR__URBAN_jpg.rf.727d492c1d7851360cea6ef50154ae46.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6cg8u0w00ajl455a3ho7vov_4_FALSE_COLOR__URBAN.jpg'},data/images/cl6cg8u0w00ajl455a3ho7vov_4_FALSE_COLOR__URBAN_jpg.rf.727d492c1d7851360cea6ef50154ae46.jpg
43,1,cl6orry9200a0ao559gb82ms0_2_FALSE_COLOR_jpg.rf.121ab501943ce8bb65a5ac587ed62ff0.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6orry9200a0ao559gb82ms0_2_FALSE_COLOR.jpg'},data/images/cl6orry9200a0ao559gb82ms0_2_FALSE_COLOR_jpg.rf.121ab501943ce8bb65a5ac587ed62ff0.jpg
44,1,cl6cho7a000cil455fiddgkjj_6_SWIR_jpg.rf.c1282e35ab10c5974e2cf5a9378bdb65.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6cho7a000cil455fiddgkjj_6_SWIR.jpg'},data/images/cl6cho7a000cil455fiddgkjj_6_SWIR_jpg.rf.c1282e35ab10c5974e2cf5a9378bdb65.jpg
45,1,cl6e34bti0037gk55gzdv0akr_1_TRUE_COLOR_jpg.rf.d5bef0822d1f990994eab5089cde272c.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6e34bti0037gk55gzdv0akr_1_TRUE_COLOR.jpg'},data/images/cl6e34bti0037gk55gzdv0akr_1_TRUE_COLOR_jpg.rf.d5bef0822d1f990994eab5089cde272c.jpg
46,1,cl6e34bti0037gk55gzdv0akr_6_SWIR_jpg.rf.832dd04dfc59c9fe95a36dd61b1fc76c.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6e34bti0037gk55gzdv0akr_6_SWIR.jpg'},data/images/cl6e34bti0037gk55gzdv0akr_6_SWIR_jpg.rf.832dd04dfc59c9fe95a36dd61b1fc76c.jpg
47,1,cl6b5k38g003zl455bgtd1317_2_FALSE_COLOR_jpg.rf.1ec92bba97779ebd5ac1419db904e242.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6b5k38g003zl455bgtd1317_2_FALSE_COLOR.jpg'},data/images/cl6b5k38g003zl455bgtd1317_2_FALSE_COLOR_jpg.rf.1ec92bba97779ebd5ac1419db904e242.jpg
48,1,cl6okcigf005zao55dc0wbjsx_2_FALSE_COLOR_jpg.rf.bfbe48732bb7dd2f5aa63f54d5fd65cc.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6okcigf005zao55dc0wbjsx_2_FALSE_COLOR.jpg'},data/images/cl6okcigf005zao55dc0wbjsx_2_FALSE_COLOR_jpg.rf.bfbe48732bb7dd2f5aa63f54d5fd65cc.jpg
49,1,cl6cgkn5000b6l455cg451vw6_2_FALSE_COLOR_jpg.rf.349b983f5f80cd6cd24ea6105b958483.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6cgkn5000b6l455cg451vw6_2_FALSE_COLOR.jpg'},data/images/cl6cgkn5000b6l455cg451vw6_2_FALSE_COLOR_jpg.rf.349b983f5f80cd6cd24ea6105b958483.jpg
50,1,cl6oqq4r40096ao557h69gx2o_2_FALSE_COLOR_jpg.rf.fcdbaf87b09e10e425d48710af7d5c39.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6oqq4r40096ao557h69gx2o_2_FALSE_COLOR.jpg'},data/images/cl6oqq4r40096ao557h69gx2o_2_FALSE_COLOR_jpg.rf.fcdbaf87b09e10e425d48710af7d5c39.jpg
51,1,cl6b7ep9100a4l455h3w9fstk_2_FALSE_COLOR_jpg.rf.4f2747c68fd470403fcec0900ad7559d.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6b7ep9100a4l455h3w9fstk_2_FALSE_COLOR.jpg'},data/images/cl6b7ep9100a4l455h3w9fstk_2_FALSE_COLOR_jpg.rf.4f2747c68fd470403fcec0900ad7559d.jpg
52,1,cl6m1fco6003v8w558h0s1dhz_4_FALSE_COLOR__URBAN_jpg.rf.39e3021237a9a84b196a3ce0eeede01d.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6m1fco6003v8w558h0s1dhz_4_FALSE_COLOR__URBAN.jpg'},data/images/cl6m1fco6003v8w558h0s1dhz_4_FALSE_COLOR__URBAN_jpg.rf.39e3021237a9a84b196a3ce0eeede01d.jpg
53,1,cl6ctopvo00i4l455cgtw30dd_2_FALSE_COLOR_jpg.rf.3befac1dba28baf207b23aacd3b4e9ac.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6ctopvo00i4l455cgtw30dd_2_FALSE_COLOR.jpg'},data/images/cl6ctopvo00i4l455cgtw30dd_2_FALSE_COLOR_jpg.rf.3befac1dba28baf207b23aacd3b4e9ac.jpg
54,1,cl6kiers800088w554w61grpw_6_SWIR_jpg.rf.eef3f85711d2f635550538c54c874845.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6kiers800088w554w61grpw_6_SWIR.jpg'},data/images/cl6kiers800088w554w61grpw_6_SWIR_jpg.rf.eef3f85711d2f635550538c54c874845.jpg
55,1,cl6e35mru003cgk559os14r7y_6_SWIR_jpg.rf.336962415de265ba0bd7c7a9fa5a7948.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6e35mru003cgk559os14r7y_6_SWIR.jpg'},data/images/cl6e35mru003cgk559os14r7y_6_SWIR_jpg.rf.336962415de265ba0bd7c7a9fa5a7948.jpg
56,1,cl6chw5x300csl455fwv6g4li_2_FALSE_COLOR_jpg.rf.cdbbfd775d062a541882636c2437206b.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6chw5x300csl455fwv6g4li_2_FALSE_COLOR.jpg'},data/images/cl6chw5x300csl455fwv6g4li_2_FALSE_COLOR_jpg.rf.cdbbfd775d062a541882636c2437206b.jpg
57,1,cl6e2uo3r002kgk556io96bkr_6_SWIR_jpg.rf.e3b5866638f1f9fd28ddfdf0b7191a27.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6e2uo3r002kgk556io96bkr_6_SWIR.jpg'},data/images/cl6e2uo3r002kgk556io96bkr_6_SWIR_jpg.rf.e3b5866638f1f9fd28ddfdf0b7191a27.jpg
58,1,cl6kjc5r500168w55bry741c1_4_FALSE_COLOR__URBAN_jpg.rf.87277927432c3b5a8ad0114a48c02d80.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6kjc5r500168w55bry741c1_4_FALSE_COLOR__URBAN.jpg'},data/images/cl6kjc5r500168w55bry741c1_4_FALSE_COLOR__URBAN_jpg.rf.87277927432c3b5a8ad0114a48c02d80.jpg
59,1,cl6b77933009jl4554y5l30h3_6_SWIR_jpg.rf.17d4112c4bc6739b034ced139cd8e5a5.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6b77933009jl4554y5l30h3_6_SWIR.jpg'},data/images/cl6b77933009jl4554y5l30h3_6_SWIR_jpg.rf.17d4112c4bc6739b034ced139cd8e5a5.jpg
60,1,cl6b78q1y009sl455ekwc1jfp_1_TRUE_COLOR_jpg.rf.92ebe9452b2cdcf4ae4701102a55bd98.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6b78q1y009sl455ekwc1jfp_1_TRUE_COLOR.jpg'},data/images/cl6b78q1y009sl455ekwc1jfp_1_TRUE_COLOR_jpg.rf.92ebe9452b2cdcf4ae4701102a55bd98.jpg
61,1,cl6ltopha002n8w5531cg4sky_6_SWIR_jpg.rf.11acd1712844c811f1b078454f199f84.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6ltopha002n8w5531cg4sky_6_SWIR.jpg'},data/images/cl6ltopha002n8w5531cg4sky_6_SWIR_jpg.rf.11acd1712844c811f1b078454f199f84.jpg
62,1,cl6e3j5rh0046gk5519l319wr_2_FALSE_COLOR_jpg.rf.aec61d0bb5423cbf29d0a057a728d946.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6e3j5rh0046gk5519l319wr_2_FALSE_COLOR.jpg'},data/images/cl6e3j5rh0046gk5519l319wr_2_FALSE_COLOR_jpg.rf.aec61d0bb5423cbf29d0a057a728d946.jpg
63,1,cl6kgaw2p002bc455hair6q7o_1_TRUE_COLOR_jpg.rf.c1a9a244f7f91d010279e2e7c971c54e.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6kgaw2p002bc455hair6q7o_1_TRUE_COLOR.jpg'},data/images/cl6kgaw2p002bc455hair6q7o_1_TRUE_COLOR_jpg.rf.c1a9a244f7f91d010279e2e7c971c54e.jpg
64,1,cl6b6vihd0086l4553gmk0011_2_FALSE_COLOR_jpg.rf.155496cce064167283541a8c4a3ddec7.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6b6vihd0086l4553gmk0011_2_FALSE_COLOR.jpg'},data/images/cl6b6vihd0086l4553gmk0011_2_FALSE_COLOR_jpg.rf.155496cce064167283541a8c4a3ddec7.jpg
65,1,cl6b5dtwl003gl455a4x29a1d_1_TRUE_COLOR_jpg.rf.1c86bc5f19ec6e59b465b2bbac9161b1.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6b5dtwl003gl455a4x29a1d_1_TRUE_COLOR.jpg'},data/images/cl6b5dtwl003gl455a4x29a1d_1_TRUE_COLOR_jpg.rf.1c86bc5f19ec6e59b465b2bbac9161b1.jpg
66,1,cl6opx5vv0082ao55dx8j73xn_1_TRUE_COLOR_jpg.rf.ff74a7f91077661ec3a5e3e463cda851.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6opx5vv0082ao55dx8j73xn_1_TRUE_COLOR.jpg'},data/images/cl6opx5vv0082ao55dx8j73xn_1_TRUE_COLOR_jpg.rf.ff74a7f91077661ec3a5e3e463cda851.jpg
67,1,cl6odfk31001qao557bfi78e5_4_FALSE_COLOR__URBAN_jpg.rf.ee2a96a284dcadbe409e5bad1816a25a.jpg,860,1200,2025-09-14T12:06:19+00:00,{'name': 'cl6odfk31001qao557bfi78e5_4_FALSE_COLOR__URBAN.jpg'},data/images/cl6odfk31001qao557bfi78e5_4_FALSE_COLOR__URBAN_jpg.rf.ee2a96a284dcadbe409e5bad1816a25a.jpg
